"","chromosome_name","start_position","end_position","hgnc_symbol"
"600","7",6009255,6023834,"AIMP2"
"601","11",67468174,67491154,"AIP"
"602","17",6393693,6435199,"AIPL1"
"603","21",44285838,44298648,"AIRE"
"604","6",160003291,160007664,"AIRN"
"605","1",4654609,4792534,"AJAP1"
"606","9",136842478,136848801,"AJM1"
"607","14",22971177,22982551,"AJUBA"
"608","9",127866486,127877675,"AK1"
"609","1",33007986,33080996,"AK2"
"610","9",4709556,4742043,"AK3"
"611","1",65147549,65232145,"AK4"
"612","1",77282019,77559966,"AK5"
"613","CHR_HSCHR5_2_CTG1_1",69350995,69370027,"AK6"
"614","5",69350984,69370013,"AK6"
"615","14",96392128,96489427,"AK7"
"616","9",132725578,132878777,"AK8"
"617","6",109492855,109691217,"AK9"
"618","18",5142911,5197503,"AKAIN1"
"619","17",57085092,57121346,"AKAP1"
"620","17",19904302,19978343,"AKAP10"
"621","13",42272152,42323261,"AKAP11"
"622","6",151239967,151358559,"AKAP12"
"623","15",85380571,85749358,"AKAP13"
"624","X",119895837,119920716,"AKAP14"
"625","X",1591604,1602520,"AKAP17A"
"626","12",4615508,4649051,"AKAP3"
"627","X",50190777,50201007,"AKAP4"
"628","14",64465499,64474503,"AKAP5"
"629","14",32329298,32837684,"AKAP6"
"630","6",131135467,131283535,"AKAP7"
"631","19",15353385,15379815,"AKAP8"
"632","19",15380050,15419141,"AKAP8L"
"633","7",91940840,92110673,"AKAP9"
"634","11",8911139,8920084,"AKIP1"
"635","1",38991276,39006059,"AKIRIN1"
"636","6",87674860,87702233,"AKIRIN2"
"637","9",114334156,114394405,"AKNA"
"638","1",108815898,108963484,"AKNAD1"
"639","1",45550543,45570049,"AKR1A1"
"640","7",134442356,134459284,"AKR1B1"
"641","7",134527567,134541412,"AKR1B10"
"642","7",134549110,134579875,"AKR1B15"
"643","10",4963253,4983283,"AKR1C1"
"644","10",4987775,5018031,"AKR1C2"
"645","10",5035354,5107686,"AKR1C3"
"646","10",5195462,5218949,"AKR1C4"
"647","10",4871901,4891975,"AKR1C6P"
"648","7",138002324,138118305,"AKR1D1"
"649","10",4786629,4848062,"AKR1E2"
"650","1",19303965,19312144,"AKR7A2"
"651","CHR_HG2104_PATCH",112923423,112924337,"AKR7A2P1"
"652","1",112923423,112924337,"AKR7A2P1"
"653","1",19282573,19288770,"AKR7A3"
"654","1",19265982,19274194,"AKR7L"
"655","14",104769349,104795751,"AKT1"
"656","19",49869033,49878459,"AKT1S1"
"657","19",40230317,40285536,"AKT2"
"658","CHR_HSCHR1_3_CTG32_1",243488233,243855434,"AKT3"
"659","1",243488233,243851079,"AKT3"
"660","16",53491040,53504411,"AKTIP"
"661","9",113386312,113401290,"ALAD"
"662","3",52198086,52214327,"ALAS1"
"663","X",55009055,55030977,"ALAS2"
"664","4",73397114,73421482,"ALB"
"665","3",105366909,105576900,"ALCAM"
"666","19",49453225,49471050,"ALDH16A1"
"667","10",95605941,95656711,"ALDH18A1"
"668","9",72900671,73080442,"ALDH1A1"
"669","15",57953424,58497866,"ALDH1A2"
"670","15",100877714,100916626,"ALDH1A3"
"671","9",38392702,38398661,"ALDH1B1"
"672","3",126103562,126197994,"ALDH1L1"
"673","3",126103640,126108069,"ALDH1L1-AS1"
"674","3",126180012,126210169,"ALDH1L1-AS2"
"675","12",105019784,105107643,"ALDH1L2"
"676","12",111766887,111817532,"ALDH2"
"677","17",19737984,19748943,"ALDH3A1"
"678","17",19648136,19685760,"ALDH3A2"
"679","11",68008578,68029282,"ALDH3B1"
"680","11",67662155,67681224,"ALDH3B2"
"681","1",18871430,18902724,"ALDH4A1"
"682","6",24494867,24537207,"ALDH5A1"
"683","14",74056847,74084492,"ALDH6A1"
"684","5",126531200,126595362,"ALDH7A1"
"685","6",134917393,134950115,"ALDH8A1"
"686","1",165662216,165698562,"ALDH9A1"
"687","16",30064164,30070457,"ALDOA"
"688","9",101420560,101449664,"ALDOB"
"689","17",28573115,28576948,"ALDOC"
"690","16",5033702,5087379,"ALG1"
"691","12",34022468,34029694,"ALG10"
"692","12",38316762,38329721,"ALG10B"
"693","13",52012391,52079232,"ALG11"
"694","22",49900229,49918438,"ALG12"
"695","X",111665811,111760649,"ALG13"
"696","1",94974405,95072951,"ALG14"
"697","3",125929272,125990537,"ALG1L"
"698","3",130081831,130113227,"ALG1L2"
"699","11",71800541,71804640,"ALG1L9P"
"700","9",99216425,99221942,"ALG2"
"701","3",184242301,184249548,"ALG3"
"702","13",36949738,37000763,"ALG5"
"703","1",63367575,63438553,"ALG6"
"704","11",78095244,78139660,"ALG8"
"705","11",111782195,111871581,"ALG9"
"706","2",29192774,29921586,"ALK"
"707","8",52534037,52565430,"ALKAL1"
"708","2",279558,288851,"ALKAL2"
"709","14",77672404,77708023,"ALKBH1"
"710","12",109088188,109093631,"ALKBH2"
"711","11",43880811,43920274,"ALKBH3"
"712","11",43909289,43920944,"ALKBH3-AS1"
"713","7",102456238,102464863,"ALKBH4"
"714","17",18183078,18209954,"ALKBH5"
"715","19",36009120,36014239,"ALKBH6"
"716","19",6372794,6375250,"ALKBH7"
"717","11",107502727,107565742,"ALKBH8"
"718","2",3658200,3702671,"ALLC"
"719","2",73385758,73625166,"ALMS1"
"720","2",73456764,73459482,"ALMS1-IT1"
"721","2",73671030,73685085,"ALMS1P1"
"722","2",73641083,73697509,"ALMS1P1"
"723","17",6996049,7010754,"ALOX12"
"724","17",6875232,7012530,"ALOX12-AS1"
"725","17",8072636,8087716,"ALOX12B"
"726","17",6893782,6900032,"ALOX12P2"
"727","17",4630919,4642294,"ALOX15"
"728","17",8039034,8049134,"ALOX15B"
"729","17",6657214,6661413,"ALOX15P1"
"730","CHR_HSCHR10_1_CTG2",45390239,45462182,"ALOX5"
"731","10",45374176,45446119,"ALOX5"
"732","13",30713478,30764426,"ALOX5AP"
"733","17",8095900,8119047,"ALOXE3"
"734","2",232406844,232410714,"ALPG"
"735","2",232456125,232460753,"ALPI"
"736","4",112285509,112442621,"ALPK1"
"737","18",58481247,58629091,"ALPK2"
"738","15",84817356,84873479,"ALPK3"
"739","1",21509397,21578410,"ALPL"
"740","2",232378724,232382889,"ALPP"
"741","2",201700267,201782112,"ALS2"
"742","3",46668995,46693704,"ALS2CL"
"743","12",85280220,85301784,"ALX1"
"744","1",110059870,110070672,"ALX3"
"745","11",44260440,44310139,"ALX4"
"746","17",81887835,81891586,"ALYREF"
"747","5",33986165,34008104,"AMACR"
"748","4",70592256,70607288,"AMBN"
"749","9",114060127,114078328,"AMBP"
"750","11",46396414,46594125,"AMBRA1"
"751","6",110874770,110898879,"AMD1"
"752","12",95943331,95968720,"AMDHD1"
"753","16",2520357,2531422,"AMDHD2"
"754","X",11293413,11300761,"AMELX"
"755","Y",6865918,6911752,"AMELY"
"756","X",64185117,64205708,"AMER1"
"757","13",25161679,25172288,"AMER2"
"758","2",130755540,130768134,"AMER3"
"759","16",56361452,56425545,"AMFR"
"760","19",2249309,2252073,"AMH"
"761","12",53423855,53431672,"AMHR2"
"762","1",109504178,109509738,"AMIGO1"
"763","12",47075707,47079959,"AMIGO2"
"764","3",49716829,49719684,"AMIGO3"
"765","X",110194186,110440318,"AMMECR1"
"766","2",127861630,127885967,"AMMECR1L"
"767","14",102922663,102933596,"AMN"
"768","12",31671142,31729121,"AMN1"
"769","X",112774503,112840831,"AMOT"
"770","11",94706431,94876748,"AMOTL1"
"771","3",134355347,134375479,"AMOTL2"
"772","1",114673090,114695618,"AMPD1"
"773","1",109616104,109632051,"AMPD2"
"774","11",10308313,10507579,"AMPD3"
"775","7",38383704,38631420,"AMPH"
"776","3",49416778,49422685,"AMT"
"777","4",70518569,70532743,"AMTN"
"778","1",103655760,103664554,"AMY1A"
"779","1",103687415,103696454,"AMY1B"
"780","1",103745323,103758726,"AMY1C"
"781","1",103617427,103625780,"AMY2A"
"782","1",103553815,103579534,"AMY2B"
"783","7",2679522,2775500,"AMZ1"
"784","17",68205481,68257712,"AMZ2"
"785","17",64968222,64973517,"AMZ2P1"
"786","17",64966550,64975630,"AMZ2P1"
"787","2",111611639,111884690,"ANAPC1"
"788","4",144831908,145098541,"ANAPC10"
"789","17",81890790,81900991,"ANAPC11"
"790","3",134477706,134486716,"ANAPC13"
"791","11",72106378,72112780,"ANAPC15"
"792","10",72216000,72235860,"ANAPC16"
"793","2",86871301,86912978,"ANAPC1P1"
"794","9",137174784,137188560,"ANAPC2"
"795","4",25377263,25418498,"ANAPC4"
"796","12",121308245,121399896,"ANAPC5"
"797","12",110372900,110403730,"ANAPC7"
"798","14",20684177,20698971,"ANG"
"799","14",76786009,76826246,"ANGEL1"
"800","1",212992182,213015867,"ANGEL2"
"801","8",107249482,107498055,"ANGPT1"
"802","8",6499632,6563409,"ANGPT2"
"803","20",869900,916334,"ANGPT4"
"804","1",178849535,178871077,"ANGPTL1"
"805","9",127087348,127122635,"ANGPTL2"
"806","1",62597520,62606313,"ANGPTL3"
"807","19",8363289,8374370,"ANGPTL4"
"808","11",101890674,101916522,"ANGPTL5"
"809","19",10092338,10102678,"ANGPTL6"
"810","1",11189355,11195981,"ANGPTL7"
"811","19",11237450,11241943,"ANGPTL8"
"812","12",133218312,133235877,"ANHX"
"813","8",41653220,41896741,"ANK1"
"814","4",112818032,113384221,"ANK2"
"815","10",60026298,60733490,"ANK3"
"816","2",189674290,189761193,"ANKAR"
"817","15",64911902,64958691,"ANKDD1A"
"818","5",75611182,75681773,"ANKDD1B"
"819","20",9986126,10058303,"ANKEF1"
"820","17",55882301,56517016,"ANKFN1"
"821","17",4163821,4263995,"ANKFY1"
"822","5",14704800,14871778,"ANKH"
"823","5",140401814,140539856,"ANKHD1"
"824","5",140401908,140549569,"ANKHD1-EIF4EBP3"
"825","7",92245974,92401383,"ANKIB1"
"826","11",113387779,113400416,"ANKK1"
"827","19",17281645,17287646,"ANKLE1"
"828","12",132725503,132761832,"ANKLE2"
"829","2",240479422,240569209,"ANKMY1"
"830","7",16599779,16645817,"ANKMY2"
"831","5",73552190,73565667,"ANKRA2"
"832","10",90912096,90921087,"ANKRD1"
"833","13",110878540,110915069,"ANKRD10"
"834","16",89267630,89490561,"ANKRD11"
"835","18",9136228,9285985,"ANKRD12"
"836","12",109999186,110039763,"ANKRD13A"
"837","17",29589769,29614761,"ANKRD13B"
"838","1",70258999,70354734,"ANKRD13C"
"839","11",67289300,67302485,"ANKRD13D"
"840","10",5861616,5889906,"ANKRD16"
"841","4",73073376,73258798,"ANKRD17"
"842","9",38540567,38620596,"ANKRD18A"
"843","9",33524251,33608848,"ANKRD18B"
"844","9",97156570,97221235,"ANKRD18CP"
"845","CHR_HSCHR3_9_CTG3",198057531,198080720,"ANKRD18DP"
"846","3",198053522,198080512,"ANKRD18DP"
"847","3",198057531,198080754,"ANKRD18DP"
"848","9",92809665,92826578,"ANKRD19P"
"849","10",97572499,97583884,"ANKRD2"
"850","9",67832765,67920552,"ANKRD20A1"
"851","21",13909574,13979911,"ANKRD20A11P"
"852","13",23941290,23941740,"ANKRD20A19P"
"853","18",14179395,14244811,"ANKRD20A5P"
"854","2",94791103,94857282,"ANKRD20A8P"
"855","CHR_HSCHR13_1_CTG3",18816718,18880683,"ANKRD20A9P"
"856","13",18816718,18871967,"ANKRD20A9P"
"857","10",88819896,88851844,"ANKRD22"
"858","2",96824526,96857934,"ANKRD23"
"859","19",4182689,4224814,"ANKRD24"
"860","10",26973793,27100494,"ANKRD26"
"861","16",46518305,46568915,"ANKRD26P1"
"862","13",19262797,19344973,"ANKRD26P3"
"863","19",32597006,32676597,"ANKRD27"
"864","3",15667236,15859771,"ANKRD28"
"865","18",23598926,23662911,"ANKRD29"
"866","10",37125598,37232567,"ANKRD30A"
"867","18",14728272,14854667,"ANKRD30B"
"868","2",132147591,132257969,"ANKRD30BL"
"869","21",13038208,13067033,"ANKRD30BP2"
"870","CHR_HSCHR10_1_CTG2",45176724,45176925,"ANKRD30BP3"
"871","10",45156775,45176925,"ANKRD30BP3"
"872","5",75068275,75236911,"ANKRD31"
"873","12",51888009,51891727,"ANKRD33"
"874","5",10564070,10657816,"ANKRD33B"
"875","1",145959441,145964575,"ANKRD34A"
"876","5",80556755,80570280,"ANKRD34B"
"877","15",79282722,79298239,"ANKRD34C"
"878","15",79123939,79283964,"ANKRD34C-AS1"
"879","1",145866560,145885866,"ANKRD35"
"880","2",97113153,97264521,"ANKRD36"
"881","2",97492663,97589877,"ANKRD36B"
"882","1",168245565,168247343,"ANKRD36BP1"
"883","2",88782712,88805403,"ANKRD36BP2"
"884","2",95836919,95991831,"ANKRD36C"
"885","4",185396021,185400628,"ANKRD37"
"886","2",96836611,96858016,"ANKRD39"
"887","17",50693198,50707914,"ANKRD40"
"888","17",50761029,50767557,"ANKRD40CL"
"889","11",83193712,83260694,"ANKRD42"
"890","2",196967017,197311173,"ANKRD44"
"891","2",197250858,197302519,"ANKRD44-IT1"
"892","1",173608336,173669851,"ANKRD45"
"893","8",100509752,100559784,"ANKRD46"
"894","11",94493979,94499578,"ANKRD49"
"895","4",124664048,124712732,"ANKRD50"
"896","12",56237807,56258384,"ANKRD52"
"897","2",70978380,70985499,"ANKRD53"
"898","22",37830855,37849327,"ANKRD54"
"899","5",56099680,56233330,"ANKRD55"
"900","6",89433152,89633834,"ANKRD6"
"901","20",58216126,58228653,"ANKRD60"
"902","7",6031376,6036552,"ANKRD61"
"903","18",12093843,12129764,"ANKRD62"
"904","22",16654066,16675540,"ANKRD62P1-PARP4P3"
"905","15",40278372,40283064,"ANKRD63"
"906","1",1418420,1421769,"ANKRD65"
"907","6",46746933,46759506,"ANKRD66"
"908","7",118214669,118496171,"ANKRD7"
"909","14",102501767,102509799,"ANKRD9"
"910","6",34889255,35091406,"ANKS1A"
"911","12",98726457,99984936,"ANKS1B"
"912","16",4696510,4734378,"ANKS3"
"913","CHR_HG926_PATCH",21233699,21253850,"ANKS4B"
"914","16",21233699,21253850,"ANKS4B"
"915","9",98731329,98796965,"ANKS6"
"916","3",149761100,149968385,"ANKUB1"
"917","2",219229783,219236679,"ANKZF1"
"918","7",36389821,36453791,"ANLN"
"919","11",69985907,70189530,"ANO1"
"920","3",43354859,43691594,"ANO10"
"921","12",5531869,5946232,"ANO2"
"922","11",26188842,26663289,"ANO3"
"923","CHR_HSCHR12_3_CTG2_1",101111599,101128641,"ANO4"
"924","12",100717526,101128641,"ANO4"
"925","11",21782659,22283567,"ANO5"
"926","12",45215987,45482280,"ANO6"
"927","2",241188509,241225976,"ANO7"
"928","19",17323223,17334855,"ANO8"
"929","11",417933,442011,"ANO9"
"930","X",8528874,8732137,"ANOS1"
"931","15",68778535,68820897,"ANP32A"
"932","15",35181799,35238197,"ANP32AP1"
"933","9",97983341,98015943,"ANP32B"
"934","4",164197007,164197711,"ANP32C"
"935","12",48472559,48473622,"ANP32D"
"936","1",150218417,150236156,"ANP32E"
"937","15",89784895,89815401,"ANPEP"
"938","2",69013176,69249327,"ANTXR1"
"939","4",79901146,80125454,"ANTXR2"
"940","10",46286345,46330207,"ANTXRL"
"941","10",46233885,46273557,"ANTXRLP1"
"942","9",73151865,73170393,"ANXA1"
"943","4",168092537,168187736,"ANXA10"
"944","10",80150889,80205572,"ANXA11"
"945","8",123680794,123737402,"ANXA13"
"946","15",60347134,60402883,"ANXA2"
"947","4",153307792,153308717,"ANXA2P1"
"948","9",33624274,33625293,"ANXA2P2"
"949","10",64825572,64826579,"ANXA2P3"
"950","5",43039233,43043170,"ANXA2R"
"951","4",78551747,78610451,"ANXA3"
"952","2",69644425,69827112,"ANXA4"
"953","4",121667946,121696995,"ANXA5"
"954","5",151100706,151157815,"ANXA6"
"955","10",73375101,73414076,"ANXA7"
"956","10",47460162,47484158,"ANXA8"
"957","10",46375627,46391784,"ANXA8L1"
"958","1",150982249,150995634,"ANXA9"
"959","7",36512941,36724549,"AOAH"
"960","7",36597834,36600120,"AOAH-IT1"
"961","7",150824627,150861504,"AOC1"
"962","17",42844580,42850707,"AOC2"
"963","17",42851184,42858130,"AOC3"
"964","17",42867279,42874369,"AOC4P"
"965","17",42865922,42874246,"AOC4P"
"966","2",200586014,200677064,"AOX1"
"967","2",200695723,200748040,"AOX3P-AOX2P"
"968","4",112231740,112273110,"AP1AR"
"969","22",29327680,29388583,"AP1B1"
"970","22",32132317,32132507,"AP1B1P1"
"971","16",71729000,71809201,"AP1G1"
"972","14",23559565,23568070,"AP1G2"
"973","19",16197854,16245906,"AP1M1"
"974","19",10572671,10587315,"AP1M2"
"975","7",101154456,101161596,"AP1S1"
"976","X",15825806,15854931,"AP1S2"
"977","2",223667680,223838027,"AP1S3"
"978","19",49767001,49807114,"AP2A1"
"979","CHR_HSCHR11_2_CTG1",940735,1012239,"AP2A2"
"980","CHR_HSCHR11_3_CTG1",940735,1019087,"AP2A2"
"981","11",924881,1012245,"AP2A2"
"982","17",35578046,35726413,"AP2B1"
"983","3",184174689,184184214,"AP2M1"
"984","19",46838136,46850846,"AP2S1"
"985","5",78000522,78294762,"AP3B1"
"986","15",82659281,82710112,"AP3B2"
"987","19",2100988,2164468,"AP3D1"
"988","10",74120255,74150842,"AP3M1"
"989","8",42152946,42171673,"AP3M2"
"990","5",115841592,115914081,"AP3S1"
"991","15",89830599,89894638,"AP3S2"
"992","1",113894194,113905201,"AP4B1"
"993","1",113856635,113901237,"AP4B1-AS1"
"994","15",50908672,51005895,"AP4E1"
"995","7",100101549,100110345,"AP4M1"
"996","14",31025106,31130996,"AP4S1"
"997","11",65773898,65780976,"AP5B1"
"998","14",57268924,57298742,"AP5M1"
"999","20",3820524,3828838,"AP5S1"
"1000","7",4775615,4794397,"AP5Z1"
"1001","12",98645290,98735433,"APAF1"
"1002","CHR_HSCHR9_1_CTG2",69435727,69484339,"APBA1"
"1003","9",69427532,69672371,"APBA1"
"1004","CHR_HSCHR15_4_CTG8",29060035,29259075,"APBA2"
"1005","15",28884483,29118315,"APBA2"
"1006","19",3750772,3761692,"APBA3"
"1007","11",6395125,6419414,"APBB1"
"1008","10",26438341,26567803,"APBB1IP"
"1009","4",40810027,41216714,"APBB2"
"1010","5",140558268,140564781,"APBB3"
"1011","5",112707498,112846239,"APC"
"1012","19",1446302,1473244,"APC2"
"1013","18",10454635,10489949,"APCDD1"
"1014","20",58459101,58515399,"APCDD1L"
"1015","20",58515379,58619888,"APCDD1L-DT"
"1016","1",159587826,159588865,"APCS"
"1017","3",49674014,49683971,"APEH"
"1018","4",164877178,164898965,"APELA"
"1019","14",20455191,20457772,"APEX1"
"1020","X",55000363,55009057,"APEX2"
"1021","1",150265399,150269580,"APH1A"
"1022","15",63276018,63309126,"APH1B"
"1023","11",43311963,43344529,"API5"
"1024","11",34853094,34916379,"APIP"
"1025","2",68467572,68655862,"APLF"
"1026","X",129645259,129654956,"APLN"
"1027","11",57233577,57237250,"APLNR"
"1028","19",35867899,35879792,"APLP1"
"1029","11",130068147,130144811,"APLP2"
"1030","20",24962925,24992751,"APMAP"
"1031","11",116835751,116837622,"APOA1"
"1032","11",116836117,116856018,"APOA1-AS"
"1033","1",161222292,161223631,"APOA2"
"1034","11",116820700,116823304,"APOA4"
"1035","11",116789367,116792420,"APOA5"
"1036","2",21001429,21044073,"APOB"
"1037","12",7649400,7665908,"APOBEC1"
"1038","6",41053202,41064891,"APOBEC2"
"1039","CHR_HSCHR22_1_CTG2",38952742,38962839,"APOBEC3A"
"1040","22",38952741,38992778,"APOBEC3A"
"1041","22",38982347,38992804,"APOBEC3B"
"1042","CHR_HSCHR22_1_CTG2",38961611,38968270,"APOBEC3B-AS1"
"1043","22",38991559,38998209,"APOBEC3B-AS1"
"1044","22",39014257,39020352,"APOBEC3C"
"1045","22",39021113,39033277,"APOBEC3D"
"1046","22",39040604,39055972,"APOBEC3F"
"1047","22",39077067,39087743,"APOBEC3G"
"1048","22",39097224,39104067,"APOBEC3H"
"1049","1",183646275,183653316,"APOBEC4"
"1050","16",28494643,28498964,"APOBR"
"1051","19",44914247,44919349,"APOC1"
"1052","19",44926976,44931058,"APOC1P1"
"1053","19",44946035,44949565,"APOC2"
"1054","11",116829706,116833072,"APOC3"
"1055","19",44942237,44945496,"APOC4"
"1056","19",44942238,44949565,"APOC4-APOC2"
"1057","3",195568705,195584033,"APOD"
"1058","19",44905791,44909393,"APOE"
"1059","12",56360568,56362857,"APOF"
"1060","17",66212033,66256525,"APOH"
"1061","22",36253071,36267530,"APOL1"
"1062","22",36226209,36239954,"APOL2"
"1063","22",36140329,36166177,"APOL3"
"1064","22",36189124,36204840,"APOL4"
"1065","CHR_HSCHR22_1_CTG4",35717872,35729483,"APOL5"
"1066","22",35717872,35729483,"APOL5"
"1067","22",35648446,35668404,"APOL6"
"1068","12",12725917,12829975,"APOLD1"
"1069","CHR_HSCHR6_MHC_SSTO_CTG1",31643159,31648952,"APOM"
"1070","CHR_HSCHR6_MHC_QBL_CTG1",31642642,31648435,"APOM"
"1071","CHR_HSCHR6_MHC_COX_CTG1",31639825,31645618,"APOM"
"1072","CHR_HSCHR6_MHC_MANN_CTG1",31691869,31697663,"APOM"
"1073","CHR_HSCHR6_MHC_MCF_CTG1",31728695,31734489,"APOM"
"1074","CHR_HSCHR6_MHC_DBB_CTG1",31634594,31640388,"APOM"
"1075","6",31652416,31658210,"APOM"
"1076","X",23833353,23907938,"APOO"
"1077","X",85003877,85093315,"APOOL"
"1078","16",59709993,59755026,"APOOP5"
"1079","21",25880550,26171128,"APP"
"1080","17",60443158,60526242,"APPBP2"
"1081","3",57227726,57278105,"APPL1"
"1082","12",105173297,105236203,"APPL2"
"1083","16",88809339,88811937,"APRT"
"1084","7",77657659,77696290,"APTR"
"1085","9",32886601,33025130,"APTX"
"1086","7",30911853,30925517,"AQP1"
"1087","1",154321090,154325325,"AQP10"
"1088","11",77589391,77610356,"AQP11"
"1089","2",240691866,240698483,"AQP12A"
"1090","2",240676418,240682906,"AQP12B"
"1091","12",49950737,49958878,"AQP2"
"1092","9",33441156,33447596,"AQP3"
"1093","18",26852043,26865771,"AQP4"
"1094","18",26655737,27190698,"AQP4-AS1"
"1095","12",49961872,49965682,"AQP5"
"1096","12",49967194,49977139,"AQP6"
"1097","9",33383179,33402682,"AQP7"
"1098","9",63317067,63333091,"AQP7P1"
"1099","9",65878766,65894790,"AQP7P3"
"1100","16",25215731,25228932,"AQP8"
"1101","15",58138169,58185911,"AQP9"
"1102","15",34851782,34969742,"AQR"
"1103","X",67544021,67730619,"AR"
"1104","X",47561205,47571908,"ARAF"
"1105","11",72685069,72793599,"ARAP1"
"1106","11",72700474,72705607,"ARAP1-AS2"
"1107","4",35948221,36244514,"ARAP2"
"1108","5",141653401,141682230,"ARAP3"
"1109","8",142611049,142614479,"ARC"
"1110","11",118572390,118603033,"ARCN1"
"1111","4",74445136,74455005,"AREG"
"1112","14",74653437,74713117,"AREL1"
"1113","1",228082708,228099212,"ARF1"
"1114","12",48935723,48957487,"ARF3"
"1115","3",57571363,57598220,"ARF4"
"1116","3",57597531,57600927,"ARF4-AS1"
"1117","7",127588386,127591700,"ARF5"
"1118","14",49893079,49897054,"ARF6"
"1119","20",63272785,63289790,"ARFGAP1"
"1120","11",47164299,47177125,"ARFGAP2"
"1121","22",42796502,42858106,"ARFGAP3"
"1122","8",67173511,67343781,"ARFGEF1"
"1123","20",48921711,49036693,"ARFGEF2"
"1124","6",138161939,138344663,"ARFGEF3"
"1125","4",152779937,152918463,"ARFIP1"
"1126","11",6474683,6481479,"ARFIP2"
"1127","20",63698642,63708025,"ARFRP1"
"1128","6",131470832,131584332,"ARG1"
"1129","14",67619920,67651708,"ARG2"
"1130","3",121567949,121590622,"ARGFX"
"1131","17",32150433,32151504,"ARGFXP2"
"1132","13",106541673,106568137,"ARGLU1"
"1133","11",46677080,46700619,"ARHGAP1"
"1134","4",147732063,148072776,"ARHGAP10"
"1135","CHR_HSCHR15_4_CTG8",32695437,32720246,"ARHGAP11A"
"1136","15",32615144,32639941,"ARHGAP11A"
"1137","CHR_HSCHR15_4_CTG8",30776860,30837039,"ARHGAP11B"
"1138","CHR_HSCHR15_6_CTG8",31891116,31914762,"ARHGAP11B"
"1139","15",30624494,30649529,"ARHGAP11B"
"1140","10",31805398,31928876,"ARHGAP12"
"1141","2",143091362,143768352,"ARHGAP15"
"1142","CHR_HG2471_PATCH",24922172,25018449,"ARHGAP17"
"1143","16",24919389,25015666,"ARHGAP17"
"1144","6",129576132,129710177,"ARHGAP18"
"1145","10",97222173,97292673,"ARHGAP19"
"1146","10",97153045,97292637,"ARHGAP19-SLIT1"
"1147","11",110577042,110713189,"ARHGAP20"
"1148","10",24583609,24723887,"ARHGAP21"
"1149","10",48446036,48656265,"ARHGAP22"
"1150","10",48510525,48511589,"ARHGAP22-IT1"
